citekey,title,year,venue,url,matched_problems,matched_techs,grid,scenario,relevance_score,citation_count
plac2025,Preserving Large Activations: The Key to KV Cache Pruning,2025,ICLR,https://arxiv.org/abs/Uhvy5u90UY,KV Cache|Throughput,KV Cache,K×Q,LLM,53.0,0
plfq2025,1-Bit FQT: Pushing the Limit of Fully Quantized Training to 1-bit,2025,ICLR,https://arxiv.org/abs/oWy06SBgt4,Quantization,Quantization,W×Q,LLM,36.0,0
pllr2025,PlanU: Large Language Model Reasoning through Planning under Uncertainty,2025,NIPS,https://arxiv.org/abs/r3LYE0Ct3G,Agent,,,Agent,30.0,0
plmk2025,"Physics of Language Models: Part 3.3, Knowledge Capacity Scaling Laws",2025,ICLR,https://arxiv.org/abs/FxNNiUgtfa,MoE|Quantization,MoE|Quantization,C×G,LLM,52.0,0
plpt2025,PolarQuant: Leveraging Polar Transformation for Key Cache Quantization and Decoding Acceleration,2025,NIPS,https://arxiv.org/abs/JCTTLKEBza,KV Cache|Distributed Inference|Quantization,KV Cache|Quantization,K×Q,LLM,69.0,0
pmar2025,DPM: Dual Preferences-based Multi-Agent Reinforcement Learning,2025,ICLR,https://arxiv.org/abs/VzuPnoSKQ1,Agent,,S×G,Agent,30.0,0
pmat2025,Learning and Planning Multi-Agent Tasks via an MoE-based World Model,2025,NIPS,https://arxiv.org/abs/fi24ry0BX5,Agent|MoE,MoE,C×G,Agent,81.0,0
pmer2025,Partner Modelling Emerges in Recurrent Agents (But Only When It Matters),2025,NIPS,https://arxiv.org/abs/WydxWM2xNb,Agent|Scalability,,,Agent,25.0,0
pmfq2025,PMQ-VE: Progressive Multi-Frame Quantization for Video Enhancement,2025,NIPS,https://arxiv.org/abs/NJoDGAnhWB,Quantization,Quantization,W×Q,LLM,23.0,0
pmim2025,Self-predictive Mamba: Improving Multi-agent Reinforcement Learning with Self-predictive Encoding,2025,ICLR,https://arxiv.org/abs/7ZyFjPUeJp,Agent,,S×G,Agent,30.0,0
pmmc2025,Position: Meaning Is Not A Metric: Using LLMs to make cultural context legible at scale,2025,NIPS,https://arxiv.org/abs/kJfpS7lCVT,Throughput|Scalability,,,LLM,20.0,0
pmoh2025,Aha! - Predicting What Matters Next: Online Highlight Detection Without Looking Ahead,2025,NIPS,https://arxiv.org/abs/7PP2yyeDv6,Agent|Scalability,,,Agent,20.0,0
pmpd2025,Progressive Mixed-Precision Decoding for Efficient LLM Inference,2025,ICLR,https://arxiv.org/abs/OVxmpus9NA,Throughput|Quantization,Quantization|PD Separation,W×Q,LLM,31.0,0
pmpi2025,PathGen-1.6M: 1.6 Million Pathology Image-text Pairs Generation through Multi-agent Collaboration,2025,ICLR,https://arxiv.org/abs/rFpZnn11gj,Agent|Throughput|Scalability,,S×G,Agent,40.0,0
pmpp2025,Why Popular MOEAs are Popular: Proven Advantages in Approximating the Pareto Front,2025,NIPS,https://arxiv.org/abs/8OvST1bejm,MoE,MoE,C×G,,23.0,0
pmsm2025,"Performant, Memory Efficient and Scalable Multi-Agent Reinforcement Learning",2025,ICLR,https://arxiv.org/abs/ZLOpfkf5aj,Agent|Scalability,,S×G,Agent,40.0,0
pnli2025,Planning in Natural Language Improves LLM Search for Code Generation,2025,ICLR,https://arxiv.org/abs/48WAZhwHHw,Agent,,,Agent,20.0,0
pocv2025,Provable Ordering and Continuity in Vision-Language Pretraining for Generalizable Embodied Agents,2025,NIPS,https://arxiv.org/abs/3fDypdR4VN,Agent|Scalability,,,Agent,20.0,0
poma2025,Position: Stop Overvaluing Multi-Agent Debate—We Must Rethink Evaluation and Embrace Model Heterogeneity,2025,NIPS,https://arxiv.org/abs/tMJvb9JDsd,Agent,,S×G,Agent,35.0,0
porw2025,Process vs. Outcome Reward: Which is Better for Agentic RAG Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/h3LlJ6Bh4S,Agent,,,Agent,20.0,0
potc2025,Grey-box Prompt Optimization and Fine-Tuning for Cloud-Edge LLM Agents,2025,ICLR,https://arxiv.org/abs/kndxjyKxX2,Agent|Scalability,,,Agent,20.0,0
ppam2025,PARCO: Parallel AutoRegressive Models for Multi-Agent Combinatorial Optimization,2025,NIPS,https://arxiv.org/abs/9F2Cmgo17M,Agent|Latency,,S×G,Agent,35.0,0
ppar2025,PAROAttention: Pattern-Aware ReOrdering for Efficient Sparse and Quantized Attention in Visual Generation Models,2025,NIPS,https://arxiv.org/abs/UPELg2oUo3,Latency|Quantization,Quantization,W×Q,LLM,67.0,0
ppbp2025,PhyBlock: A Progressive Benchmark for Physical Understanding and Planning via 3D Block Assembly,2025,NIPS,https://arxiv.org/abs/z6WfQ43sHr,Agent,,,Agent,25.0,0
ppca2025,Tool-Planner: Task Planning with Clusters across Multiple Tools,2025,ICLR,https://arxiv.org/abs/dRz3cizftU,Agent,,,Agent,25.0,0
ppce2025,ProCEED: Prototype Consolidation and Ensemble-based Exemplar-Free Deep Incremental Learning,2025,ICLR,https://arxiv.org/abs/gDZd8UGaxS,Agent|MoE,MoE,C×G,Agent,31.0,0
ppds2025,ParallelSpec: Parallel Drafter for Efficient Speculative Decoding,2025,ICLR,https://arxiv.org/abs/SXvb8PS4Ud,Latency|Speculative Decoding,Speculative Decoding,S×G,,44.0,0
ppfm2025,Provable Learning for DEC-POMDPs: Factored Models and Memoryless Agents,2025,ICLR,https://arxiv.org/abs/GvsCOOPxoI,Agent,,,Agent,20.0,0
ppfs2025,Efficient Privacy-Preserving Federated Learning With Selective Parameter Encryption,2025,ICLR,https://arxiv.org/abs/VT2R3UCcBL,Distributed Inference|Throughput,,,LLM,20.0,0
ppgf2025,Privacy Preserving Generative Feature Transformation,2025,ICLR,https://arxiv.org/abs/KtqBAGO6eu,Throughput,PD Separation,,LLM,23.0,0
pplp2025,PipeFusion: Patch-level Pipeline Parallelism for Diffusion Transformers Inference,2025,NIPS,https://arxiv.org/abs/5xwyxupsLL,Distributed Inference|Latency,,C×G,LLM,25.0,0
ppme2025,MoE-Pruner: Pruning Mixture-of-Experts Large Language Model using the Hints from Its Router,2025,ICLR,https://arxiv.org/abs/hB6jYbvypa,MoE,MoE,C×G,LLM,23.0,0
pppi2025,PRISM: Privacy-Preserving Improved Stochastic Masking for Federated Generative Models,2025,ICLR,https://arxiv.org/abs/B9kUJuWrYC,Throughput|Quantization,Quantization,W×Q,LLM,28.0,0
ppqd2025,Privacy-Preserving of Deep Learning Queries by Domain Shifting,2025,ICLR,https://arxiv.org/abs/sruGNQHd7t,Throughput,PD Separation,,LLM,23.0,0
ppre2025,PREDICT: Preference Reasoning by Evaluating Decomposed preferences Inferred from Candidate Trajectories,2025,ICLR,https://arxiv.org/abs/pk4YjZeevI,Agent,,,Agent,20.0,0
pprt2025,PERFT: Parameter-Efficient Routed Fine-Tuning for Mixture-of-Expert Model,2025,ICLR,https://arxiv.org/abs/PPjpGTPG5K,Agent|Scalability|MoE,MoE,C×G,Agent,23.0,0
ppsd2025,PEARL: Parallel Speculative Decoding with Adaptive Draft Length,2025,ICLR,https://arxiv.org/abs/QOXrVMiHGK,Speculative Decoding,Speculative Decoding,S×G,,36.0,0
ppst2025,PoTable: Programming Standardly on Table-based Reasoning Like a Human Analyst,2025,ICLR,https://arxiv.org/abs/fk4QS3j1sU,Agent,,,Agent,20.0,0
ppuf2025,A Privacy-Preserving and Unified Federated Learning Framework for Trajectory Data Preparation,2025,NIPS,https://arxiv.org/abs/zm4FKB6DYh,Agent|Throughput,,,Agent,20.0,0
pqat2025,L4Q: Parameter Efficient Quantization-Aware Fine-Tuning on Large Language Models,2025,ICLR,https://arxiv.org/abs/KJzz4UwqTb,Quantization,Quantization,W×Q,LLM,36.0,0
pqom2025,Planning with Quantized Opponent Models,2025,NIPS,https://arxiv.org/abs/LamTzqRHvL,Agent|Scalability|Quantization,Quantization,W×Q,Agent,53.0,0
prac2025,Privacy Reasoning in Ambiguous Contexts,2025,NIPS,https://arxiv.org/abs/0ZnXGzLcOg,Agent,,,Agent,20.0,0
prcp2025,PathVQ: Reforming Computational Pathology Foundation Model for Whole Slide Image Analysis via Vector Quantization,2025,NIPS,https://arxiv.org/abs/Ekw6gjs5Y5,Throughput|Scalability|Quantization,Quantization|PD Separation,W×Q,LLM,46.0,0
prnp2025,Planning in a recurrent neural network that plays Sokoban,2025,ICLR,https://arxiv.org/abs/ORxjH9kTp8,Agent,,,Agent,20.0,0
prrl2025,Preference Learning with Response Time: Robust Losses and Guarantees,2025,NIPS,https://arxiv.org/abs/KR2zKdlEJ2,Latency|Scalability,,,,20.0,0
prsg2025,PurpCode: Reasoning for Safer Code Generation,2025,NIPS,https://arxiv.org/abs/VUoY5kacG5,Agent|Throughput,,,Agent,20.0,0
ps2025,Low Precision Streaming PCA,2025,NIPS,https://arxiv.org/abs/GYLMYTYqZg,Quantization,Quantization,W×Q,LLM,26.0,0
psbp2025,Personalized Safety in LLMs: A Benchmark and A Planning-Based Agent Approach,2025,NIPS,https://arxiv.org/abs/Gsi42ohBoM,Agent,,,Agent,30.0,0
psdu2025,Polybasic Speculative Decoding Under a Theoretical Perspective,2025,ICLR,https://arxiv.org/abs/n7iwmPacDt,Latency|Speculative Decoding,Speculative Decoding,S×G,,41.0,0
psfe2025,Planning in Strawberry Fields: Evaluating and Improving the Planning and Scheduling Capabilities of LRM o1,2025,ICLR,https://arxiv.org/abs/jOuHjFw71C,Agent,,,Agent,25.0,0
psgd2025,Prismatic Synthesis: Gradient-based Data Diversification Boosts Generalization in LLM Reasoning,2025,NIPS,https://arxiv.org/abs/R0dC7Xzwbk,Agent|Scalability,,,Agent,20.0,0
psqb2025,PrefixQuant: Static Quantization Beats Dynamic through Prefixed Outliers in LLMs,2025,ICLR,https://arxiv.org/abs/vw0NurJ7UX,KV Cache|Agent|Latency|Quantization,KV Cache|Quantization,K×Q,Agent,64.0,0
pssb2025,"Position: AI Should Sense Better, Not Just Scale Bigger: Adaptive Sensing as a Paradigm Shift",2025,NIPS,https://arxiv.org/abs/xnNHXepQ9h,Throughput|Scalability,,,LLM,20.0,0
pstb2025,Polar Sparsity: High Throughput Batched LLM Inferencing with Scalable Contextual Sparsity,2025,NIPS,https://arxiv.org/abs/cg2S1qqNSq,Latency|Throughput|Scalability,Continuous Batching,,LLM,48.0,0
ptam2025,ProTrain: Efficient LLM Training via Automatic Memory Management,2025,ICLR,https://arxiv.org/abs/e1Z4NCQ146,KV Cache|Latency|Throughput|Scalability,,,LLM,30.0,0
pteq2025,From Pixels to Tokens: Byte-Pair Encoding on Quantized Visual Modalities,2025,ICLR,https://arxiv.org/abs/3TnLGGHhNx,Scalability|Quantization,Quantization,W×Q,LLM,28.0,0
ptgv2025,PANDA: Towards Generalist Video Anomaly Detection via Agentic AI Engineer,2025,NIPS,https://arxiv.org/abs/qE3knKF1rz,Agent,,,Agent,25.0,0
ptim2025,A Principle of Targeted Intervention for Multi-Agent Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/Vejx32FeWt,Agent|Scalability,,S×G,Agent,35.0,0
ptlg2025,Policy Transfer via Latent Graph Planning,2025,ICLR,https://arxiv.org/abs/l5HEECYJ3i,Agent,,,Agent,25.0,0
ptls2025,Private Training Large-scale Models with Efficient DP-SGD,2025,NIPS,https://arxiv.org/abs/b6SWqFEOSF,Throughput|Scalability,,,LLM,25.0,0
ptpl2025,SPD: Sync-Point Drop for efficient tensor parallelism of Large Language Models,2025,ICLR,https://arxiv.org/abs/uoU4ypjAmN,Distributed Inference|Latency|Scalability,,C×G,LLM,35.0,0
ptqp2025,Point4Bit: Post Training 4-bit Quantization for Point Cloud 3D Detection,2025,NIPS,https://arxiv.org/abs/sj5wiTCtu6,Quantization,Quantization,W×Q,LLM,59.0,0
ptsi2025,PowerSoftmax: Towards secure LLM Inference Over Encrypted Data,2025,ICLR,https://arxiv.org/abs/wWhZ2RFAxF,Agent|Latency|Throughput|Scalability,,,Agent,20.0,0
ptta2025,Position: Toward a Theory of Agents as Tool-Use Decision-Makers,2025,NIPS,https://arxiv.org/abs/j5Qmcv9jtc,Agent,,,Agent,20.0,0
pvq2025,Pyramid Vector Quantization for LLMs,2025,ICLR,https://arxiv.org/abs/ZBlfjXubgG,Distributed Inference|Scalability|Quantization,Quantization,W×Q,LLM,46.0,0
pwma2025,War and Peace (WarAgent): LLM-based Multi-Agent Simulation of World Wars,2025,ICLR,https://arxiv.org/abs/RBaDiInDRg,Agent,,S×G,Agent,30.0,0
pwsr2025,Planning without Search: Refining Frontier LLMs with Offline Goal-Conditioned RL,2025,NIPS,https://arxiv.org/abs/kuoD6G0Suq,Agent|Scalability,,,Agent,35.0,0
qaat2025,Quantization-Free Autoregressive Action Transformer,2025,NIPS,https://arxiv.org/abs/3a18D8IeQ1,Quantization,Quantization|PD Separation,W×Q,LLM,31.0,0
qacm2025,QAC:Quantization-Aware Conversion for Mixed-Timestep Spiking Neural Networks,2025,ICLR,https://arxiv.org/abs/D4sQzdMvcG,Distributed Inference|Quantization,Quantization,W×Q,LLM,41.0,0
qall2025,Low Rank Quantization Adaptation for Large Language Model,2025,ICLR,https://arxiv.org/abs/aJnKjvTtPq,Throughput|Scalability|Quantization,Quantization,W×Q,LLM,33.0,0
qaor2025,Quantized Approximately Orthogonal Recurrent Neural Networks,2025,ICLR,https://arxiv.org/abs/zuKrRYM3Tg,Quantization,Quantization,W×Q,LLM,36.0,0
qasm2025,Efficient Low-Bit Quantization with Adaptive Scales for Multi-Task Co-Training,2025,ICLR,https://arxiv.org/abs/wA2RMD2AFq,Scalability|Quantization,Quantization,W×Q,LLM,51.0,0
qat2025,Low-Rank Quantization-Aware Training for LLMs,2025,ICLR,https://arxiv.org/abs/dIK0EfZFO9,Quantization,Quantization,W×Q,LLM,23.0,0
qatd2025,QT-DoG: Quantization-Aware Training for Domain Generalization,2025,ICLR,https://arxiv.org/abs/EXnDAXyVxw,Quantization,Quantization,W×Q,LLM,36.0,0
qcam2025,QSCA: Quantization with Self-Compensating Auxiliary for Monocular Depth Estimation,2025,NIPS,https://arxiv.org/abs/CGReBdzOdP,Throughput|Scalability|Quantization,Quantization|PD Separation,W×Q,LLM,54.0,0
qdmm2025,DM-Tune: Quantizing Diffusion Models with Mixture-of-Gaussian Guided Noise Tuning,2025,ICLR,https://arxiv.org/abs/m8ERGrOf1f,Quantization,Quantization,W×Q,LLM,26.0,0
qecm2025,Quantization Enhanced Cross-modal Alignment for Gene Expression Prediction,2025,ICLR,https://arxiv.org/abs/Le823SjZEc,Agent|Quantization,Quantization,W×Q,Agent,41.0,0
qepr2025,Quantization Error Propagation: Revisiting Layer-Wise Post-Training Quantization,2025,NIPS,https://arxiv.org/abs/a3l3K9khbL,Quantization,Quantization,W×Q,LLM,23.0,0
qeqh2025,H-QLoRA: Enhancing Quantized LLMs with Hierarchical Residual Learning,2025,ICLR,https://arxiv.org/abs/B4S1GAMBLG,Quantization,Quantization,W×Q,LLM,36.0,0
qeto2025,Quantum Entanglement Trees: Optimizing Quantized Matrix Quantization via Element Replacement and Residual Clustering,2025,ICLR,https://arxiv.org/abs/vM4CdVScT8,KV Cache|Quantization,KV Cache|Quantization,K×Q,LLM,64.0,0
qlsh2025,QCircuitNet: A Large-Scale Hierarchical Dataset for Quantum Algorithm Design,2025,ICLR,https://arxiv.org/abs/pz0EK4g6AN,Agent|Scalability,,W×Q,Agent,20.0,0
qnto2025,Quartet: Native FP4 Training Can Be Optimal for Large Language Models,2025,NIPS,https://arxiv.org/abs/XMzxZ6h68o,Throughput|Quantization,Quantization,W×Q,LLM,31.0,0
qoaa2025,Quantized Optimistic Dual Averaging with Adaptive Layer-wise Compression,2025,ICLR,https://arxiv.org/abs/lD9Kc22Wls,Distributed Inference|Scalability|Quantization,Quantization,W×Q,LLM,46.0,0
qod2025,Zero-shot Quantization for Object Detection,2025,ICLR,https://arxiv.org/abs/XNr6sexQGj,Quantization,Quantization,W×Q,LLM,23.0,0
qpis2025,Quantization vs Pruning: Insights from the Strong Lottery Ticket Hypothesis,2025,NIPS,https://arxiv.org/abs/CO57FDVLhA,Quantization,Quantization,W×Q,LLM,36.0,0
qplm2025,Query-Efficient Planning with Language Models,2025,ICLR,https://arxiv.org/abs/OPdmIxdkPb,Agent,,,Agent,25.0,0
qpsn2025,QP-SNN: Quantized and Pruned Spiking Neural Networks,2025,ICLR,https://arxiv.org/abs/MiPyle6Jef,Scalability|Quantization,Quantization,W×Q,LLM,41.0,0
qqna2025,QuantFormer: Learning to quantize for neural activity forecasting in mouse visual cortex,2025,ICLR,https://arxiv.org/abs/BBldjKEBlJ,Quantization,Quantization,W×Q,LLM,36.0,0
qreq2025,QRazor: Reliable and Effortless 4-bit LLM Quantization by Significant Data Razoring,2025,ICLR,https://arxiv.org/abs/lwcnZmyojm,KV Cache|Scalability|Quantization,KV Cache|Quantization,K×Q,LLM,59.0,0
qrqa2025,QuestBench: Can LLMs ask the right question to acquire information in reasoning tasks?,2025,NIPS,https://arxiv.org/abs/gpwA9aZLTZ,Agent,,,Agent,20.0,0
qs2025,Low-bit Quantization for Seeing in the Dark,2025,ICLR,https://arxiv.org/abs/TOVBglQvhB,Scalability|Quantization,Quantization|PD Separation,W×Q,LLM,49.0,0
qsa2025,SLiM: One-shot Quantized Sparse Plus Low-rank Approximation of LLMs,2025,ICLR,https://arxiv.org/abs/Usa4pF1e5I,Quantization,Quantization,W×Q,LLM,36.0,0
qsdc2025,QSpec: Speculative Decoding with Complementary Quantization Schemes,2025,ICLR,https://arxiv.org/abs/RCiwz7WqUU,KV Cache|Agent|Throughput|Speculative Decoding|Quantization,KV Cache|Speculative Decoding|Quantization,K×Q,Agent,84.0,0
qsdt2025,Quantized Spike-driven Transformer,2025,ICLR,https://arxiv.org/abs/5J9B7Sb8rO,Scalability|Quantization,Quantization,W×Q,LLM,41.0,0
qspr2025,LLM Query Scheduling with Prefix Reuse and Latency Constraints,2025,NIPS,https://arxiv.org/abs/HKfZwLjSwQ,Latency|Throughput,,,LLM,20.0,0
qtaa2025,QBasicVSR: Temporal Awareness Adaptation Quantization for Video Super-Resolution,2025,NIPS,https://arxiv.org/abs/6oTJCnTkUA,Quantization,Quantization,W×Q,LLM,23.0,0
qtar2025,"QFFT, Question-Free Fine-Tuning for Adaptive Reasoning",2025,NIPS,https://arxiv.org/abs/CrBWOjZoKc,Agent|Throughput,,,Agent,20.0,0
qtcq2025,QJL: 1-Bit Quantized JL Transform for KV Cache Quantization with Zero Overhead,2025,ICLR,https://arxiv.org/abs/xHPVGmLXjd,KV Cache|Throughput|Scalability|Quantization,KV Cache|Quantization,K×Q,LLM,94.0,0
qtqd2025,One QuantLLM for ALL: Fine-tuning Quantized LLMs Once for Efficient Deployments,2025,ICLR,https://arxiv.org/abs/RdG7LVGnQi,Scalability|Quantization,Quantization,W×Q,LLM,41.0,0
qtqr2025,Quamba: A Post-Training Quantization Recipe for Selective State Space Models,2025,ICLR,https://arxiv.org/abs/mnna9LUg7P,Latency|Throughput|Quantization,Quantization,W×Q,LLM,46.0,0
qvcs2025,Qinco2: Vector Compression and Search with Improved Implicit Neural Codebooks,2025,ICLR,https://arxiv.org/abs/2zMHHZ569S,Scalability|Quantization,Quantization|PD Separation,W×Q,LLM,39.0,0
racc2025,R-KV: Redundancy-aware KV Cache Compression for Reasoning Models,2025,NIPS,https://arxiv.org/abs/2jwAjomEDB,KV Cache|Agent,KV Cache,K×Q,Agent,53.0,0
radl2025,DP-LLM: Runtime Model Adaptation with Dynamic Layer-wise Precision Assignment,2025,NIPS,https://arxiv.org/abs/ppKDXf55lY,Latency|Scalability|Quantization,Quantization,W×Q,LLM,36.0,0
raer2025,Reinforcement Learning via Lazy-Agent for Environments with Random Delays,2025,ICLR,https://arxiv.org/abs/KRlJN9d1sW,Agent|Latency,,,Agent,30.0,0
rapb2025,Robotouille: An Asynchronous Planning Benchmark for LLM Agents,2025,ICLR,https://arxiv.org/abs/OhUoTMxFIH,Agent|Latency,,,Agent,40.0,0
rapc2025,SWE-rebench: An Automated Pipeline for Task Collection and Decontaminated Evaluation of Software Engineering Agents,2025,NIPS,https://arxiv.org/abs/nMpJoVmRy1,Agent|Scalability,,,Agent,20.0,0
rar2025,Retro-R1: LLM-based Agentic Retrosynthesis,2025,NIPS,https://arxiv.org/abs/30iBKSQMXn,Agent,,,Agent,25.0,0
rarp2025,RDHNet: Addressing Rotational and Permutational Symmetries in Continuous Multi-Agent Systems,2025,ICLR,https://arxiv.org/abs/vszlHtUvSR,Agent,,S×G,Agent,30.0,0
rasr2025,Q-resafe: Assessing Safety Risks and Quantization-aware Safety Patching for Quantized Large Language Models,2025,ICLR,https://arxiv.org/abs/VarjSNbij7,Throughput|Quantization,Quantization,W×Q,LLM,51.0,0
rast2025,RAST: Reasoning Activation in LLMs via Small-model Transfer,2025,NIPS,https://arxiv.org/abs/zswylB4Wnt,Agent|Scalability,,,Agent,20.0,0
ratp2025,Reviving DSP for Advanced Theorem Proving in the Era of Reasoning Models,2025,NIPS,https://arxiv.org/abs/yTFJmGFsEy,Agent|Scalability,,,Agent,20.0,0
rbe2025,Ada-K Routing: Boosting the Efficiency of MoE-based LLMs,2025,ICLR,https://arxiv.org/abs/9CqkpQExe2,Latency|MoE,MoE,C×G,LLM,28.0,0
rbtd2025,On the Relation between Trainability and Dequantization of Variational Quantum Learning Models,2025,ICLR,https://arxiv.org/abs/TdqaZbQvdi,Quantization,Quantization,W×Q,LLM,36.0,0
rccg2025,Reasoning Path Compression: Compressing Generation Trajectories for Efficient LLM Reasoning,2025,NIPS,https://arxiv.org/abs/894Yo61h1P,KV Cache|Agent|Throughput,KV Cache,K×Q,Agent,33.0,0
rcct2025,RazorAttention: Efficient KV Cache Compression Through Retrieval Heads,2025,ICLR,https://arxiv.org/abs/tkiZQlL04w,KV Cache,KV Cache,K×Q,,23.0,0
rcgo2025,REASONING COMPILER: LLM-Guided Optimizations for Efficient Model Serving,2025,NIPS,https://arxiv.org/abs/2D4TuZyNnr,Agent|Throughput|Scalability,,,Agent,35.0,0
rcma2025,Robust Cross-modal Alignment Learning for Cross-Scene Spatial Reasoning and Grounding,2025,NIPS,https://arxiv.org/abs/xjC5NqqSHs,Agent,,,Agent,20.0,0
rcor2025,Reinforced Context Order Recovery for Adaptive Reasoning and Planning,2025,NIPS,https://arxiv.org/abs/jbLLxhnoty,Agent,,,Agent,30.0,0
rcsc2025,rStar-Coder: Scaling Competitive Code Reasoning with a Large-Scale Verified Dataset,2025,NIPS,https://arxiv.org/abs/NzPwDutzz8,Agent|Scalability,,,Agent,30.0,0
rdcm2025,Rainbow Delay Compensation: A Multi-Agent Reinforcement Learning Framework for Mitigating Observation Delays,2025,NIPS,https://arxiv.org/abs/KsmlBRhLgs,Agent|Latency,,S×G,Agent,45.0,0
rddp2025,Zero redundancy distributed learning with differential privacy,2025,ICLR,https://arxiv.org/abs/Xq12wsoNux,Distributed Inference|Throughput|Scalability,,C×G,LLM,30.0,0
